0.1	2.52499988822556
0.15	1.70416620083421
0.2	1.2999999541197
0.25	1.0624998271081
0.3	0.908333246694301
0.35	0.801789953138916
0.4	0.724984664518918
0.45	0.668051470663797
0.5	0.624999298255406
0.55	0.592045221427376
0.6	0.566666558900291
0.65	0.547115261528934
0.7	0.532142827110901
0.75	0.520833331225059
0.8	0.512500063853315
0.85	0.506617701001469
0.9	0.502777829752274
0.95	0.500657959981668
1	0.500000094673002
1.05	0.500591719197811
1.1	0.502272915138718
1.15	0.504891478753494
1.2	0.508333559641602
1.25	0.512500272732467
1.3	0.517308002447616
1.35	0.522680832879138
1.4	0.528571641652685
1.45	0.53491366104977
1.5	0.541666507782199
1.55	0.548790136710367
1.6	0.556249788794698
1.65	0.564014918302437
1.7	0.572058573082254
1.75	0.580356881101235
1.8	0.58888862258461
1.85	0.597635050360285
1.9	0.60657926282617
1.95	0.615705446869783
2	0.625000316518409
2.05	0.634451531049959
2.1	0.644047924613408
2.15	0.653779345824349
2.2	0.663636626929457
2.25	0.673611362246856
2.3	0.68369589189122
2.35	0.693883207700343
2.4	0.704168423114134
2.45	0.714542247715396
2.5	0.725001741606089
2.55	0.735540644852323
2.6	0.746155154593949
2.65	0.756840810513482
2.7	0.767593662360731
2.75	0.778410046684231
2.8	0.789286561290894
2.85	0.800220042393786
2.9	0.811207544120584
2.95	0.822246320100693
3	0.833333806887477
